Timestamp,Server 1,Server 2,Server 3,Server 4
2024-11-26 15:20:15,202.41,219.55,226.9,273.9
2024-11-26 15:20:16,207.37,201.51,228.9,285.9
2024-11-26 15:20:17,215.36,225.48,229.9,276.9
2024-11-26 15:20:18,190.37,192.49,206.9,295.9
2024-11-26 15:20:20,226.37,232.49,204.9,288.9
2024-11-26 15:20:21,216.34,206.52,215.9,248.9
2024-11-26 15:20:22,210.38,191.51,205.9,291.8
2024-11-26 15:20:23,212.37,211.48,221.9,269.9
2024-11-26 15:20:24,215.38,187.51,243.9,283.9
2024-11-26 15:20:25,183.37,205.52,223.9,291.9
2024-11-26 15:20:26,220.36,198.5,210.8,288.9
2024-11-26 15:20:27,211.37,209.5,197.9,283.8
2024-11-26 15:20:28,205.37,213.5,202.9,255.8
2024-11-26 15:20:30,221.36,200.51,207.9,294.9
2024-11-26 15:20:31,190.39,210.51,236.9,275.9
2024-11-26 15:20:32,204.35,220.49,219.9,285.9
2024-11-26 15:20:33,198.36,219.47,198.9,255.9
2024-11-26 15:20:34,209.39,214.49,224.9,270.9
2024-11-26 15:20:35,210.39,209.52,209.9,279.9
2024-11-26 15:20:36,196.36,203.51,216.9,278.8
2024-11-26 15:20:37,211.36,191.47,209.9,261.9
2024-11-26 15:20:38,207.38,193.5,215.9,279.9
2024-11-26 15:20:40,190.36,205.49,221.9,292.9
2024-11-26 15:20:41,189.39,226.47,228.9,296.8
2024-11-26 15:20:42,220.36,189.52,237.9,247.8
2024-11-26 15:20:43,200.39,189.48,217,274.9
2024-11-26 15:20:44,216.38,224.5,212.9,252.9
2024-11-26 15:20:45,217.37,212.5,215.9,250.8
2024-11-26 15:20:46,203.36,204.49,233.9,290.9
2024-11-26 15:20:47,202.34,207.47,232.9,283.8
2024-11-26 15:20:48,226.38,224.5,196.9,269.8
2024-11-26 15:20:50,181.36,215.48,222.9,278.9
2024-11-26 15:20:51,199.37,218.48,213.9,256.9
2024-11-26 15:20:52,196.37,192.51,227.9,261.8
2024-11-26 15:20:53,182.35,204.49,215.9,264.8
2024-11-26 15:20:54,190.4,195.49,219.9,302.8
2024-11-26 15:20:55,194.35,201.51,230.9,298.9
2024-11-26 15:20:56,202.35,207.46,204.9,292.8
2024-11-26 15:20:57,201.36,192.47,224.9,267.8
2024-11-26 15:20:58,197.4,211.51,211.9,292.8
2024-11-26 15:21:00,182.35,213.53,235.9,253.8
2024-11-26 15:21:01,196.35,202.6,214.9,273.8
2024-11-26 15:21:02,205.35,221.52,230.9,269.9
2024-11-26 15:21:03,205.41,202.55,214.9,274.9
2024-11-26 15:21:04,198.38,207.49,202.9,289.9
2024-11-26 15:21:05,173.34,202.58,231.9,283.8
2024-11-26 15:21:06,188.38,202.48,216.9,271.8
2024-11-26 15:21:07,180.35,201.5,237.9,297.9
2024-11-26 15:21:08,223.36,216.48,215.9,287.8
2024-11-26 15:21:10,219.35,207.48,219.9,270.8
2024-11-26 15:21:11,218.37,222.5,215.9,296.8
2024-11-26 15:21:12,206.36,207.51,218.9,292.8
2024-11-26 15:21:13,193.42,199.52,203.9,283.9
2024-11-26 15:21:14,209.39,203.53,217.9,283.9
2024-11-26 15:21:15,219.35,211.49,200.9,300.9
2024-11-26 15:21:16,202.36,184.53,223.9,256.8
2024-11-26 15:21:17,212.36,205.52,224.8,297.9
2024-11-26 15:21:18,222.35,189.48,225.9,286.9
2024-11-26 15:21:20,205.36,197.45,228.9,273.8
2024-11-26 15:21:21,199.36,206.51,220.9,290.8
2024-11-26 15:21:22,203.36,188.48,222.9,259.8
2024-11-26 15:21:23,198.49,223.54,208.9,284.9
2024-11-26 15:21:24,196.38,217.51,232.9,284.9
2024-11-26 15:21:25,203.38,234.48,226.9,255.9
2024-11-26 15:21:26,212.39,194.51,205.9,257.9
2024-11-26 15:21:27,182.36,208.46,233.9,286.9
2024-11-26 15:21:29,191.37,210.51,211.9,279.9
2024-11-26 15:21:30,185.38,201.47,227.9,296.9
2024-11-26 15:21:31,224.36,191.51,229.9,291.9
2024-11-26 15:21:32,202.42,195.52,222.9,259.8
2024-11-26 15:21:33,221.37,186.49,226.9,279.9
2024-11-26 15:21:34,208.39,217.51,237.9,270.8
2024-11-26 15:21:35,191.36,234.53,225.9,300.9
2024-11-26 15:21:36,165.36,213.5,226.9,281.8
2024-11-26 15:21:37,216.38,229.49,207.9,249.9
2024-11-26 15:21:39,206.36,201.5,227.9,263.8
2024-11-26 15:21:40,210.39,211.51,209.9,284.9
2024-11-26 15:21:41,195.4,199.5,206.9,278.9
2024-11-26 15:21:42,204.41,223.49,219.9,271.8
2024-11-26 15:21:43,193.39,210.51,202.9,292.8
2024-11-26 15:21:44,195.38,220.5,195.9,294.9
2024-11-26 15:21:45,175.38,219.49,239.9,294.9
2024-11-26 15:21:46,179.38,189.48,223.9,293.9
2024-11-26 15:21:47,205.36,247.48,215.9,288.9
2024-11-26 15:21:49,202.39,201.48,221.9,260.9
2024-11-26 15:21:50,218.4,214.46,222.9,270.8
2024-11-26 15:21:51,191.38,197.49,233.9,276.9
2024-11-26 15:21:52,207.39,190.47,222.9,273.9
2024-11-26 15:21:53,196.43,187.49,244.9,270.8
2024-11-26 15:21:54,227.35,225.52,221.9,248.8
2024-11-26 15:21:55,197.37,197.47,227.9,267.9
2024-11-26 15:21:56,212.37,195.49,206.9,267.9
2024-11-26 15:21:57,218.39,196.49,216.9,270.8
2024-11-26 15:21:59,217.4,201.49,213.9,260.8
2024-11-26 15:22:00,182.39,179.48,204.9,250.8
2024-11-26 15:22:01,213.39,199.51,201.9,281.8
2024-11-26 15:22:02,193.39,218.49,227.9,255.8
2024-11-26 15:22:03,202.4,212.57,218.9,287.8
2024-11-26 15:22:04,203.36,225.48,214.9,264.8
2024-11-26 15:22:05,210.35,229.48,223.9,286.8
2024-11-26 15:22:06,198.37,206.5,225.9,289.9
2024-11-26 15:22:07,222.39,198.48,210.8,293.8
2024-11-26 15:22:09,223.38,178.61,213.9,270.8
2024-11-26 15:22:10,199.38,205.5,245.9,276.8
2024-11-26 15:22:11,196.4,205.49,229.9,268.9
2024-11-26 15:22:12,184.38,185.52,231.9,260.9
2024-11-26 15:22:13,201.38,212.5,219.9,266.9
2024-11-26 15:22:14,210.39,217.48,223.9,257.9
